id,text,label,category1,category2,category3,category4,category5,single,groups
1480,Este es el río Lempa   en un lugar llamado Hacienda Vieja   Nombre de Jesús   Chalatenango. Del otro lado   en esos cerros comentan que existen un pueblo en ruinas   en donde sus habitantes tuvieron que huir en la época del conflicto armado.,0,0,0,0,0,0,0,0
1481,#UcraniaBajoFuego l Este miércoles prosiguió la evacuación de civiles desde Kiev. La gente está cruzando el puente cortado sobre el río Irpín. La situación es más difícil para personas con discapacidad y adultos mayores. Vía @user,0,0,0,0,0,0,0,0
1482,"¡Generosidad   esperanza y alegría! Nos trasladamos a la comunidad Bendición de Dios   para que 20 niños y niñas de la zona disfrutaran de la tercera ""cena con Santa""   cuyo proyecto busca brindar a los zaragocenses   de sectores vulnerables   una noche mágica y llena de sorpresas.",0,0,0,0,0,0,0,0
1483,Aprovechando que ha estado haciendo un calor 🐶 en estos días les quiero compartir unos mapas de temperaturas SV obtenidas a través de Google Earth Engine #GEE y el sensor de temperatura de Landsat 8,0,0,0,0,0,0,0,0
1484,Los impactos al aumento de la temperatura afectarán de gran manera los cultivos de repollo y diferentes tipos de hortalizas.,0,0,0,0,0,0,0,0
1485,🌡Ambiente cálido y brumoso. Con máximos de temperatura entre 34 a 38 °C en valles interiores y tierras bajas. Refrescando en horas de la madrugada   con mínimos entre 18 a 24 °C. Las más bajas al norte   y las más cálidas en costa y valle oriental.,0,0,0,0,0,0,0,0
1486,#NoBajesLaGuardia😷 En los 20 Duicentros del país aseguramos que entre los usuarios y el personal que labora se cumplan las medidas de bioseguridad   el uso de mascarilla   el distanciamiento social   toma de temperatura y uso de alcohol gel  previo a la emisión del DUI por cita.,0,0,0,0,0,0,0,0
1487,Para el día de hoy en gran parte de Sonsonate tendremos cielos nubosos y por lo tanto disminuye un poco la temperatura a la de estos días atrás y la sensación térmica será menor. Lluvias débiles con probabilidad en horas del mediodía y la tarde en zonas montañosas.,0,0,0,0,0,0,0,0
1488,"Los efectos del ""Cambio Climático"" siguen afectando al AMSS y esta vulnerabilidad nos obliga a investigar en qué nos afecta e iniciar estrategias de adaptación. Proyecto: Gestión Hidrica en el AMSS. ",0,0,0,0,0,0,0,0
1489,ESTA ciudad fue fundada desde tiempo inmemorial   a cuatro leguas del océano pacifico y a 13 metros sobre el nivel del mar. Su temperatura es ardiente   pero muy sana y llegará a ser   cuando sus recursos naturales sean explotados   una de las ciudades más prósperas,0,0,0,0,0,0,0,0
1490,Para quienes piensan que lo del cambio climático no es real   hoy se ha registrado la temperatura más alta jamás registrada en Europa. No deberíamos tomarlo a la ligera.,0,0,0,0,0,0,0,0
1491,¡Nuestro compromiso con tu seguridad es importante! ✅ Garantizamos a cada uno de nuestros clientes el uso correcto de la mascarilla   toma de temperatura y aplicación de gel   así como la correcta limpieza de nuestros espacios.👌🏼 Visítanos en plaza Borbón en Ciudad Merliot.,0,0,0,0,0,0,0,0
1492,"¡Yay! ¡Ya tenemos Lasagnas! Nuestras pastas son elaboradas frescas.
👀¿Frescas? ¡Sii!  La Pasta fresca es elaborada de harina de trigo   su sabor es suave y el resultado es tal que desearás olvidarte de las pastas comerciales. Ordena al whatsApp 7934-6089",0,0,0,0,0,0,0,0
1493,El maltratador psicológico puede ser una persona suave y encantadora. Lo que lo revela no su agresividad directa   sino otros rasgos que son más sutiles.,0,0,0,0,0,0,0,0
1494,Así es   y jamás la olvidaremos   por respeto a los que dieron su vida por alcanzar su gran anheló: justicia equitativa para todos.,0,0,0,0,0,0,0,0
1495,"Anuncio Parroquial mi hija esta haciendo estos Chessecake para entregar el Jueves de la semana que viene por si desea puede encargar el suyo. 100 sin azúcar más que el que tiene la fresa  su concha y la salsa es Natural sin azúcar. Apoyemos al emprendedor.
",0,0,0,0,0,0,0,0
1496,"Aqui desde el comedor teresita con @user disfrutando de su exquisita comida en sierra morena Soyapango puede. Escribirle al privado para pedidos o eventos saludos a todos y en especial a los amigos de #LaTrinchera
",0,0,0,0,0,0,0,0
1497,Mi papá es el cumpleañero de hoy y lo celebramos con su comida favorita.,0,0,0,0,0,0,0,0
1498,"Saben distinguir hasta el mínimo sonido. Jajajajajajajaja si es comida   aún más.
",0,0,0,0,0,0,0,0
1499,🚨Aprender primeros auxilios🚨hace la diferencia a la hora de una emergencia 🚑. Si tienen niños pequeños en su casa aprendan la maniobra de Heimlich   porque ellos fácilmente se atragantan con un pedacito de comida que se les vaya mal 👇🏻😨,0,0,0,0,0,0,0,0
1500,"Una joven que pasa todos los días por el bulevar Constitución cuando se dirige a su trabajo les lleva comida a unos perritos que viven en la calle.
",0,0,0,0,0,0,0,0
1501,Es la primera vez desde que empezó el internado que hago 2 tiempos de comida bien.,0,0,0,0,0,0,0,0
1502,Por 3er día consecutivo siguen las manifestaciones y cierre de calles frebte alcaldía de Soyapango. Comida   muebles y utensilios de cocina han trasladado y manifiestan que seguirán Hera ser escuchados.,0,0,0,0,0,0,0,0
1503,Todos hablando de comida fusión   pues me antojé   aquí casual con mi arroz en leche con sabor a banana.,0,0,0,0,0,0,0,0
1504,"Me da risa cuando promocionan dietas   suplementos y pastillas para adelgazar y dice: ""Resultados en poco tiempo""   pues no pajaritos   no se ven los resultados en poco tiempo. La verdad es que cuesta un re vergo y awebo requiere sacrificio organización   y disciplina.",0,0,0,0,0,0,0,0
1505,Por eso si se proponen adelgazar que sea para gustarse uds mismos. El tener un buen físico no garantiza que los quieran de vd (al contrario). Es la personalidad y la seguridad que irradiamos lo que atrae a las personas.,0,0,0,0,0,0,0,0
1506,Hay que adelgazar el estado si no lo hacemos nosotros lo hará el FMI mediante exigir un ajuste fiscal.,0,0,0,0,0,0,0,0
1507,"El presidente mexicano aseguró que su Gobierno ""no irá sobre"" la cantante Belinda y otros famosos con deudas fiscales.
",0,0,0,0,0,0,0,0
1508,Somos un centro de investigación dedicado a estudiar   comprender y diseñar soluciones relacionadas al aprendizaje de los niños y jóvenes   para mejorar sus capacidades y que puedan desenvolverse mejor en su ámbito familiar   escolar y social.,0,0,0,0,0,0,0,0
1509,Esta vez nos fuimos a liberar estrés hasta @user un lugar extremadamente emocionante...Sabías que se logra quemar hasta 450 calorías en este tipo de juego extremos. Especialmente en el senderismo.,0,0,0,0,0,0,0,0
1510,Todo mundo me dice: Diana no querés unos gatos   es que ya no los pueden tener o sino los van a matar. Pero nadie me dice: Diana adopto a uno de los gatos que tenes o te doy para el saco de comida,0,0,0,0,0,0,0,0
1511,"DENUNCIA CIUDADANA! (Zacamil) Hacemos un llamado a la @user y @user perro pitbull encadenado día y noche y 7 gatos a la deriva   les dan comida pero se hacen en los pasillos de los vecinos y se quejan de la suciedad y mal olor   esto es en edif 437 apto 28 Zacamil
",0,0,0,0,0,0,0,0
1512,"Muy buenos días estoy buscando a esos buenos corazones para qué me donen alimentos para perros y gatos ya que soy de escasos recursos y tengo un mini refugio de 33 animalitos.lo qué nasca su corazón.DIOS LO DUPLICARA CON BENDICIONES.Comunicarse al 60542698.
",0,0,0,0,0,0,0,0
1513,El día de mañana recorreremos una vez más las calles del municipio de Sonzacate en busca de perros y gatos de la calle   esto lo hacemos divididos en 3 grupos de voluntarios 🥰; para abarcar la mayor parte del municipio posible.,0,0,0,0,0,0,0,0
1514,Mil gracias A Vidri y a sus empleados por ayudarme con estos gatitos que llegaron a tirar a mi casa.. fui en busca de arena para gatos y ahora ya tienen trabajo y quien los cuide y sobre todo no les faltará amor mil gracias… por más empresas así 🐱,0,0,0,0,0,0,0,0
1515,Ayuda URGENTE !!!! Luego de reunion con representante de Municipalidad   personas de mercado No 2 en Mejicanos van a envenenar gatos y perros. También prohibieron alimentarlos !!!!!! Por favor Ayuda Urgente !!!!!!!,0,0,0,0,0,0,0,0
1516,Los gatos pensaran más espacio para nosotros   realmente veo más espacio para más funkos 🤭,0,0,0,0,0,0,0,0
1517,Se da en adopción   lo vinieron a abandonar a la colonia y esta cachorro   solo puedo dar hogar temporal porque mis gatos no lo aceptan y la casa es pequeña 😖 RT por favor #ElSalvador @user,0,0,0,0,0,0,0,0
1518,"#AYUDA esta mañana observe cuatro gatos 🐱 en busca de alimento  sobre el mirador del rancho navarra   san salvador. ""La vida de cada animal depedende de nuestra ayuda y si lo podemos hacer hagamoslo""",0,0,0,0,0,0,0,0
1519,Tristeza... Hoy me toca decirle adiós a mi amigo Sebas. Tuvo una buena vida   cariñoso   chute   amoroso con los gatos   le encantaba la sopa y era friolento a pesar de ser albino. Sebas   hou te reunis con la cucky y la layca... :(,0,0,0,0,0,0,0,0
1520,Estos gatos parecen políticos: en un descuido me gueviaron la tortilla...en la segunda planta la encontré ,0,0,0,0,0,0,0,0
1521,🐶🍲Cruz Roja de la Juventud entrega a la Fundación Cat Dog un donativo de 80 libras de alimento para perros y gatos   insumos para aseo y correas   las cuales fueron recolectados por voluntarios y  empleados de Cruz Roja Salvadoreña sede central #Mascotas #refujiodePerros,0,0,0,0,0,0,0,0
1522,"Hace 10 años atrás   estabas entrando a mi vida. Te amo Jinx   siempre lo haré. Nunca mi corazón se había roto hasta el día que te perdí. Por ti   he rescatado gatos y perros de la calle. Y también gracias a ti   hoy tengo al mejor gato del mundo: Blu 💙
",0,0,0,0,0,0,0,0
1523,Muy buenos días e aquí con pena pidiendo a esos buenos corazones una pequeña donación de alimentos para mascotas Dogy cachorro o Rufo ya que soy de escasos recursos y no trabajo tengo un mini refugio de 29 mascotas entre perros y gatos.DIOS SE LO MULTIPLICARA CON BENDICIONES 🙏,0,0,0,0,0,0,0,0
1524,Seguimos buscandole hogar a Toto   es un perrito joven de talla grande jugueton   energico y amoroso   convive muy bien con otro perros y también com gatos   ya esta castrado y con su primera desparasitacion   info 61989689,0,0,0,0,0,0,0,0
1525,Cuento de mis gatos que a nadie le importa 😂: El tuco (gato negro) es medio amarguis (desde que perdió la cola hce muuchos años) pero recientemente   a la hora de dormir busca a Valkiria (siames) y dormir conmigo...Se verán cosas,0,0,0,0,0,0,0,0
1526,Hoy es noticia   porque resguardó del huracán #Delta a más de 300 animales   entre los que se encontraban perros   gatos   pollos   conejos   un erizo y más,0,0,0,0,0,0,0,0
1527,Realmente no me gustan para nada Los Gatos 🐱 pero ayer rescatamos uno que estaba afuera de casa y he estado sumamente pendiente de la gatita que coma y que se mejore por que está enfermita:( Algo dentro de mi me hace querer a cualquier animal🥺,0,0,0,0,0,0,0,0
1528,El día de mañana recorreremos una vez más las calles del municipio de Sonzacate en busca de perros y gatos callejeros   esto lo hacemos divididos en 3 grupos de voluntarios 🥰. Si deseas ser parte de nuestro voluntariado y vivir esta,0,0,0,0,0,0,0,0
1529,"Y recuerden siempre comer frutas y vegetales 🤭🤫
",0,0,0,0,0,0,0,0
1530,Les comparto fotos de nuestras opciones para hoy   servicio a domicilio WhatsApp 7508 8578   Burritos de res   cerdo en trocitos con vegetales   tortas de carne en salsa de 🍅   pechuga empanizada 🐤 alitas empanizadas  hoy es buen dia para que nos de la oportunidad de servirle,0,0,0,0,0,0,0,0
1531,Algunos alimentos vegetales como la soja   lentejas   almendras y nueces   son ricos en fitoestrógenos   sustancia parecida a las hormonas femeninas   por lo que su consumo moderado parece reducir los sofocos de la menopausia   las grasas malas en sangre y el riesgo cardíaco.,0,0,0,0,0,0,0,0
1532,El Monumento al Mar   así como el de Fuentes Beethoven   ubicados en plena capital   lucen deteriorados y sucios   según se constató en un recorrido en la zona. #ElSalvador,0,0,0,0,0,0,0,0
1533,Vaya así las cosas   giran orden de captura contra Alfredo Cristiani y Rodolfo Parker   involucrados en la masacre de los Jesuitas.,0,0,0,0,0,0,0,0
1534,Para los que no conocen San Miguel   algo así se siente descansar con el ventilador tipo 2 de la tarde.,0,0,0,0,0,0,0,0
1535,Buenos días en vista a la situación q estamos viviendo he decidido bajar la calidad para hacer los trabajos q salgan más rápido así poder baño costo de mano de obra q opinan? Ya q no me ha salido trabajos regáleme su RT porfa y los espero en el DM,0,0,0,0,0,0,0,0
1536,"Tardía es la respuesta del Gobierno de El Salvador (GOES) en la toma de medidas paliativas ante el alza en los precios de los combustibles   sus derivados   y también en productos básicos   según la oposición.
",0,0,0,0,0,0,0,0
1537,Peregrinación conmemorativa hacia el Paisnal por el aniversario del martirio del beato Rutilio Grande. Personal de la oficina Nacional de Cáritas participando. #RutilioGrande,0,0,0,0,0,0,0,0
1538,Cuando aprendes a conocerte dejas de idealizar a los demás    cada persona lucha con sus problemas internos y lo mejor es hacerlo en silencio ,0,0,0,0,0,0,0,0
1539,El frío también es bello!!,0,0,0,0,0,0,0,0
1540,una suave y dulce belleza espiritual es lo que inspira.,0,0,0,0,0,0,0,0
1541,Los puntuales vivimos un mar de minutos solos ,0,0,0,0,0,0,0,0
1542,Hoy es día negro/naranja 🦅,0,0,0,0,0,0,0,0
1543,¡Surf para todos en El Palmar!,0,0,0,0,0,0,0,0
1544,¡Acompáñanos a la feria de empleo! En la que beneficiamos a nuestros habitantes   con diferentes oportunidades para su crecimiento profesional.,0,0,0,0,0,0,0,0
1545,El desarrollo local tiene rostro femenino.,0,0,0,0,0,0,0,0
1546,Continuamos abasteciendo del vital líquido a nuestras comunidades. En esta ocasión el proyecto: “Agua para todos” llegó a las comunidades,0,0,0,0,0,0,0,0
1547,Hagamos Un Poco De Ejercicio..!!,0,0,0,0,0,0,0,0
1548,La Fundación Poma otorgó este año 85 nuevas becas para que jóvenes puedan cursar sus estudios superiores.,0,0,0,0,0,0,0,0
1549,Felicidades bolos y bolas,0,0,0,0,0,0,0,0
1550,Mañana tengo mi primer concierto oficial en vivo que nervios,0,0,0,0,0,0,0,0
1551,"Hoy desarrollamos nuestra primera conferencia para #MujeresJóvenes de nuestra estructura partidaria. 

Una experiencia inigualable al lado de grandes lideresas a las que admiro mucho. 

¡Estamos listas para todos los retos que vengan!",0,0,0,0,0,0,0,0
1552,Con las debidas medidas de bioseguridad y señalización en las instalaciones de la Universidad de El Salvador   ha iniciado la Segunda Fase de la Olimpíada Nacional de Matemática 2022   durante la jornada matutina para alumnos de cuarto a sexto grado.,0,0,0,0,0,0,0,0
1553,En el Velódromo Nacional del Complejo Deportivo El Polvorín   la Federación Salvadoreña de Ciclismo desarrolla este día el Campeonato Nacional de Pista 2022   con la participación de 29 atletas.,0,0,0,0,0,0,0,0
1554,En este mundo tenemos que sumar y no restar   sí nos unimos nuestro país sería un lugar mejor.,0,0,0,0,0,0,0,0
1555,Buenos días   los invito a la feria de mujeres emprendedoras de San Rafael Obrajuelo.,0,0,0,0,0,0,0,0
1556,Nuestro equipo de #ServiciosGenerales   no se detiene y este fin de semana realiza limpieza en el sistema de alcantarillado del casco urbano y carretera a #SurfCity,0,0,0,0,0,0,0,0
1557,Reafirmamos nuestro gran compromiso por construir una nueva ciudad. Por ello   este sábado a tempranas horas de la mañana  realizamos una extenuante campaña de limpieza y deschatarrización en caserío Los Pachecos   cantón Montegrande y en caserío Línea Férrea   Cantón El Niño.,0,0,0,0,0,0,0,0
1558,"La feria de emprendedores de El Cafetalón es gracias a la coordinación de La Casa de la Mujer Tecleña y DASI.

Puedes visitarnos todos los sábados en el parqueo del parque Acuático para seguir promoviendo el apoyo a la economía local.",0,0,0,0,0,0,0,0
1559,"Moderado el #TráficoSV vehicular a esta hora de la tarde sobre el Bulevar de los Héroes.
",0,0,0,0,0,0,0,0
1560,"UBER aplicará un recargo por el alza de los combustibles a clientes de EE.UU.   excepto la ciudad de New York   a partir del 16 de marzo en respuesta al aumento de los precios de la gasolina. 

El recargo tendrá una duración de al menos 60 días.",0,0,0,0,0,0,0,0
1561,Que tengan un sábado así de bonito!,0,0,0,0,0,0,0,0
1562,Desde la tierra de fuego  apoyando al ave majestuosa,0,0,0,0,0,0,0,0
1563,"No importa nuestro cansancio ni obligaciones   pensar en los demas reconforta el alma
",0,0,0,0,0,0,0,0
1564,"Ilopango prepara el mayor parque acuático del país
",0,0,0,0,0,0,0,0
1565,No veo publicidad del reclutamiento de la fuerza armada en colegios pudientes   solo en las escuelas públicas   al igual que en la guerra   los muertos los pone el pobre,0,0,0,0,0,0,0,0
1566,"¿Cree que en El Salvador se acabó el Covid 19?
Cuidado si esta pensando eso   esto es una montaña rusa "" sube y baja"".
Irónico   los bares llenos   centros comerciales llenos   y las universidades y colegios a medias con suerte.
Tenemos que aprender a vivir con esto.",0,0,0,0,0,0,0,0
1567,"Escuelas y colegios 4 días x semana   universidades 100% en línea
Cines y bares llenos los 7 días
Esa es la importancia que damos a educación y formación profesional",0,0,0,0,0,0,0,0
1568,La huelga involucraba a los estudiantes universitarios y colegios particulares   demás el comercio   las fábricas   empleados bancarios   hospitales   vendedores ambulantes y el servicio del ferrocarril   servicios de buses urbanos y luego el interurbano participaron en esta huelga.,0,0,0,0,0,0,0,0
1569,Y hay colegios que se atreverán a que los niños vayan TODOS los días y TODOS los alumnos (desde preescolar hasta bachillerato) No ven la ola en la que estamos montados! 🤦🏻‍♂️,0,0,0,0,0,0,0,0
1570,La audiencia inicial contra cuatro salvadoreños y un guatemalteco   acusados de tráfico de drogas   fue programada para el próximo lunes en el Juzgado 3o. de Paz de San Miguel. Fiscalía ha pedido detención provisional y pena máxima.,0,0,0,0,0,0,0,0
1571,"Hoy ingresara una pieza de correspondencia que será aprobada    para fortalecer las medidas contra la Covid-19 en dicha propuesta está la suspensión de concentraciones de personas por actos públicos o privados   eventos deportivos y festejo de fiestas patronales.
",0,0,0,0,0,0,0,0
1572,Galletitas de jengibre para cerrar este año y empezar el otro con gustoso sabor picosito 😋🍪,0,0,0,0,0,0,0,0
1573,Mi prima a logrado otra victoria al cáncer. Ella lo describe como un RENACIMIENTO y para mí   un agradecimiento con la vida y con Dios. Siempre ha sido mi inspiración   me alentó a no dejar mi carrera universitaria a medias y aprender a darle buena cara a mal tiempo. Hoy la festejo,0,0,0,0,0,0,0,0
1574,Si una hija o un hijo presenta una agresividad descontrolada   tendencia al aislamiento   conductas sexualizas no acordes a la edad o dificultades para relacionarse   ello podría ser un indicador de que está sufriendo un abuso.,0,0,0,0,0,0,0,0
1575,"Hija de ex presidente Cristiani publica comunicado de su padre en el que afirma ser inocente del asesinato de los padres Jesuitas de la UCA en 1989   además   afirma que no hay garantías en el país y que por eso decidió irse. Como ya no imponen a su gusto la “justicia”   se van.
",0,0,0,0,0,0,0,0
1576,Hola amigos   el día de ayer a un vecino se le incendió la casa. Ha perdido todo el tiene una nena de 3 años y la esposa está embarazada con 7 meses de gestación.  Si desean ayudar yo podría canalizar la ayuda   el vecino ha hecho más enfasis en cosas para la nena de 3 años,0,0,0,0,0,0,0,0
1577,Nunca he comprendido los precios tan altos de alquileres de vivienda en ES   no son proporcionales a los salarios. ¿Cuanto tenes que ganar para vivir tranquilo?,0,0,0,0,0,0,0,0
1578,Presentación del libro Un puñado de pájaros se desflora y otro poemas de Ana Torres Licón,0,0,0,0,0,0,0,0
1579,"En el mes del nacimiento del Gran Federico García Lorca   escucharemos una selección de sus poemas. Participan: los poetas salvadoreños   Alberto López Serrano   Josué Andres Moz y Fredy Tato Mejía y las actrices Mercy Flores y Rosario Rios.
",0,0,0,0,0,0,0,0
1580,"Este día se conmemora el Día Internacional de la Mujer una lucha que sin duda ha traído grandes logros para nosotras desde poder ejercer nuestro derecho al sufragio hasta poder convertirnos en funcionarias públicas y luchar por las personas que más nos necesitan
",0,0,0,0,0,0,0,0
1581,Detrás de cada persona excepcional hay una historia dura. Ante la adversidad y las circunstancias   debieron encararse  y afrontarse a si mismas   en una dura lucha interior que no terminó hasta que fueron vencidas por su mejor versión y brillaron distinto   iluminando a otros.,0,0,0,0,0,0,0,0
1582,En el #DíaInternacionalDeLaMujer llevamos a cabo el conversatorio Mujeres Transformadoras. Conmemoramos la lucha de la mujer por su participación en igualdad de condiciones en la sociedad   el reconocimiento de cada una de nosotras y el ejercicio efectivo de nuestros derechos.,0,0,0,0,0,0,0,0
1583,"Hoy 8 de marzo conmemoramos el “Día Internacional de la Mujer” por la lucha de una mejor vida para la mujer 💐
",0,0,0,0,0,0,0,0
1584,Esas cadenas  mandó a poner en los portones el jefe de seguridad y el presidente de la Asamblea Legislativa para que no pasáramos... pero para el dolor de ellos... hoy las tenemos en nuestras manos y somos libres    porque esta lucha se trata de DICTADURA O LIBERTAD!,0,0,0,0,0,0,0,0
1585,Las leyes en materia de derecho no han sido regalo de ningún gobierno   se han construido a base de lucha social. La #LEIV es resultado de años de lucha de nuestras ancestras   dice Alejandra Burgos   de Asamblea Feminista.,0,0,0,0,0,0,0,0
1586,En el marco del Plan “Capital Libre de Vectores 2022”   se realiza una jornada de fumigación en la comunidad Chantecuán. La @user  a través de Protección Civil Municipal mantienen la lucha contra el zancudo en los seis distritos de la capital.,0,0,0,0,0,0,0,0
1587,Vecinos del barrio Candelaria   en Zacatecoluca   La Paz   solicitan la reparación de una fuga de agua que se formó en la calle principal del sector conocido como El Triángulo desde hace más de seis meses.,0,0,0,0,0,0,0,0
1588,#Música | El legendario artista argentino Charly García se encuentra internado en un hospital desde hace dos semanas   tras sufrir quemaduras con agua caliente en una de sus piernas. El músico tiene 70 años de edad y 50 de trayectoria musical.,0,0,0,0,0,0,0,0
1589,No se como espero andar de buen humor   si no duermo bien   no me alimento bien   tampoco tomo la cantidad de agua que necesito y la gente que no colabora.,0,0,0,0,0,0,0,0
1590,Nuestro querido El Salvador tiene cosas bonitas. Primera vez que visite el Turicentro los Chorros y si me gusto mucho   el agua heladísima por cierto.,0,0,0,0,0,0,0,0
1591,Continuamos abasteciendo del vital líquido a nuestras comunidades. En esta ocasión el proyecto: “Agua para todos” llegó a las comunidades,0,0,0,0,0,0,0,0
1592,Espectacular secuencia de fotos que muestra a un águila pescadora lanzándose en picado hacia una masa de agua   tras haber identificado a su presa.,0,0,0,0,0,0,0,0
1593,Esta fuga de agua está desde el viernes 4 de marzo en calle binder 2 entrada al parqueo del mercado TINECO en el municipio de San Martín,0,0,0,0,0,0,0,0
1594,Lago Hillier   Australia😍🤩 Curiosamente   el color rosa del agua es permanente   tanto que si vertimos esta agua en cualquier recipiente   seguirá siendo de color rosa. Se cree que este color lo producen bacterias que se encuentran en la sal.,0,0,0,0,0,0,0,0
1595,#8M | colectivos de mujeres ambientalistas exigen al Estado salvadoreño garantía de derechos   protección y respeto a los bienes comunes   el agua y los territorios,0,0,0,0,0,0,0,0
1596,Hay dos tipos de personas: Quienes cuando salen a comer piden frappé   frozen   gin o alguna bebida exótica  y los que piden coca cola   agua o refresco,0,0,0,0,0,0,0,0
1597,"#LoÚltimo | Cuerpo de @user rescató a ""Maya""   una cachorrita que había quedado atrapada entre dos paredes al interior de una vivienda en el cantón Agua Zarca   Ilobasco   Cabañas.",0,0,0,0,0,0,0,0
1598,"La ingeniería contribuye a la realización de todos los #ObjetivosMundiales. Gracias   ingenieros/as   por ayudar a crear un mundo mejor.
",0,0,0,0,0,0,0,0
1599,Yo nací en la República de El Salvador cuando gobernaba la Segunda Junta Revolucionaria de Gobierno. La palabra revolución y rebeldía está en mi sangre y mis genes. Crecí bajo la consigna: A más represión más lucha #OfensivaDigital #El16Marchamos por la paz y la democracia.,0,0,0,0,0,0,0,0
1600,#8M | Antonia Navarro Huezo   nacida en #ElSalvador   fue desde niña muy curiosa e imaginativa. Ello la llevó a ser la primera ingeniera graduada de una universidad en Hispanoamérica.,0,0,0,0,0,0,0,0
1601,Conferencia de prensa: la Universidad dará a conocer su posición institucional sobre la audiencia inicial del caso de la masacre en la UCA. Mañana   viernes 11 de marzo   a las 10 a.m. en el Auditorio “Segundo Montes   S.J.”.,0,0,0,0,0,0,0,0
1602,Hoy   el equipo Ad Hoc inicia la segunda etapa que consiste en generar espacios para dar a conocer el proyecto de reformas a la Constitución de la República. ,0,0,0,0,0,0,0,0
1603,Los árboles dan vida   necesitamos más espacios verdes en San Salvador   reproduzcamos los proyectos amigables con el medio ambiente. Les cuento pronto varias iniciativas en este y otros temas de la Agenda 2030 de Naciones Unidas y #ElSalvador. ,0,0,0,0,0,0,0,0
1604,Día Mundial del Medio Ambiente. La restauración de ecosistemas puede tomar muchas formas: plantar árboles   reverdecer ciudades   reintroducir especies silvestres en los jardines   cambiar la dieta o limpiar ríos y costas.,0,0,0,0,0,0,0,0
1605,"A los edificios antiguos se les cuida.. ¿Por qué a los árboles milenarios no?
",0,0,0,0,0,0,0,0
1606,"Presentación del libro ""No hay sombra bajo los árboles"" de Chary Gumeta   en los Tacos de Paco   sábado 20 de noviembre de 2021.",0,0,0,0,0,0,0,0
1607,¡Sembremos un árbol! Los estudiantes del nivel parvularia participaron en la siembra de un árbol en el jardín de su nivel. Con esta actividad buscamos crear consciencia sobre el cuidado del medioambiente y la importancia de sembrar adecuadamente plantas y árboles.,0,0,0,0,0,0,0,0
1608,¡Somos especialistas en voluntariados! Esta mañana sembramos 200 árboles en el Ecoparque El Espino   en los alrededores de la quebrada Buenos Aires. Agradecemos el apoyo de los voluntarios de Grupo Terra y de la Cooperativa El Espino. ¡Su aporte fue muy valioso!,0,0,0,0,0,0,0,0
1609,Poda de ramas de los árboles ubicados en cercanías del polideportivo de la colonia #SanAndres como medida de prevención para evitar que las ramas pongan en peligro a chalets que están en la zona.,0,0,0,0,0,0,0,0
1610,Con el objetivo de garantizar la seguridad y transitabilidad de los habitantes de la Colonia La Fuente   el equipo de Servicios Generales y Medio Ambiente   realizan una jornada de limpieza y poda de árboles sobre la calle que conduce a dicha colonia.,0,0,0,0,0,0,0,0
1611,"Denuncia: esto es final de la calle en la quezalte entrada a Mined lo usamos de parque porque no hay espacio. Habia este pequeño reducto de cafetal. Pero parece q las autoridades del 
@user tiene otra idea. No sabemos si la tala de estos arboles esta autorizado",0,0,0,0,0,0,0,0
1612,El #árboldefuego es sin duda alguna uno de los árboles más hermosos que podemos contemplar en #ElSalvador   principalmente por sus maravillosas flores rojas que adornan el paisaje de campos y carreteras. Son un espectáculo de la naturaleza.,0,0,0,0,0,0,0,0
1613,Ya habían visto esta hermosa cotorra frente blanca? (Amazona albifrons) ¡NO COMPRES AVES SILVESTRES!,0,0,0,0,0,0,0,0
1614,Grandiosa mañana de observación de aves en los alrededores del P.N El Boquerón con John de Carolina del Norte! Algunas de las especies destacadas   el Chipe Gorjinaranja   el Chipe de Wilson   y el Semillerito Oliváceo entre otras casi 50 especies!!!,0,0,0,0,0,0,0,0
1615,Antes que nada   Buenos días. La impotencia de ver compañeros que están conectados a un ventilador o dependiendo de oxígeno para respirar   y otros que están muriendo   pese a los tratamientos   debe recordarnos que somos aves de paso. ,0,0,0,0,0,0,0,0
1616,Que es más agradable? El sonido de los pájaros? O el sonido del café   saliendo de la cafetera?,0,0,0,0,0,0,0,0
1617,"es decir: Son Monógamos: Por eso a veces decimos cuando vemos a una pareja ""mira esos tortolos""   cuando uno de ellos se va   es una pérdida emocional muy intensa.",0,0,0,0,0,0,0,0
1618,"""Hemos aprendido a volar como los pájaros   a nadar como los peces pero no hemos aprendido el sencillo arte de vivir como hermanos"". Martin Luther King.",0,0,0,0,0,0,0,0
1619,Buenos días    no se si logran ver    pero se metió un pajarito al depa y andaba ahí como si fuera su casa. Día no se que de cuarentena... Ya se sienten absolutos los pájaros. ,0,0,0,0,0,0,0,0
1620,Un poco aburrido y con el cuerpo tembloroso   pero aparecieron estos pájaros y pensé que podría ser la oportunidad de travesear y jugar con la cámara.,0,0,0,0,0,0,0,0
1621,El Salvador país con 321 kilómetros de playa   montañas imponentes y majestuosos volcanes   nos hacen sentir orgullosos de ser salvadoreños. ,0,0,0,0,0,0,0,0
1622,La señora Luna despertando detrás del volcán de San Salvador este domingo 8 de marzo de 2020   a pocas horas para que alcance su fase llena y la segunda super luna del año #supermoon🌕 #supermoon #volcanes #photooftheday #photoofthenight🌙 #canonlens  #photography #photojournalism,0,0,0,0,0,0,0,0
