id,text,is,single
577,"Fuiste mía  
 sólo mía  
 mía   mía  
 cuando tu piel era fresca
 como la hierba mojada.",1,1
578,"Fuiste mía  
 sólo mía  
 mía   mía  
 cuando tu vientre era aún
 una colina cerrada.",1,1
579,"-Pero si esta dormida tambien es violación?
 -Si   osea no puedes coger con alguien que no esta conciente para darte su permiso   ya estan bien estrictas con esas mamadas jajaja y se duerme la despiertas porque no puede despertar ya cogida",1,1
580,… y entre tanto ramerio ya te apodamos la ramera,1,1
581,Sabemos que your pussy es mas grande que meterse en un jacuzzi,1,1
582,… y me pregunto dónde estás a qué güey se la mamarás a quién le sacaras la leche,1,1
583,Resulto Una puta   una zorra   una Wila  una golfa   una perra enferma   maldita Gamberra   una pelandusca   una Fronta una Bruja   estaba reloka por dios. Que piruja…,1,1
584,Pinche Lupita   te fuiste con Juanita   nomás te gusta andar atrás de puras señoritas   Marimacha tras las muchachas…,1,1
585,Siempre es el mismo problema porque a diario se repite me dan ganas de golpearte y así buscar mi desquite…,1,1
586,Eres como una rueda en el aire por eso vas a chingar a tu madre por eso mi amor te olvida   cabrona jodida mujer ofrecida…,1,1
587,"Y vuela cerca del sol
 Pa' que sientas lo que es dolor
 Ay   mujer cómo haces daño
 Pasan los minutos cual si fueran años
 Mira   estos celos   me están matando
 Ay   mujer qué fácil eres",1,1
588,"Tu reputación
 Son las primeras seis letras de esa palabra
 Llevarte a la cama era más fácil que respirar
 Tu teléfono es de total dominio popular
 Y tu colchón tiene más huellas
 Que una playa en pleno verano
 Has hecho el amor más veces que mi abuela
 Y aún no acabas ni la escuela",1,1
589,"Dicen por ahí   que tu terrible fama de ligera
 Ha venido a pintarme un par de cuernos en la mollera
 Que tengo que sacarte del barrio y del país
 Si es que quiero darle a esta historia un final feliz",1,1
590,Ese es su nuevo trabajo de aconpañante o en pocas palabras de piruja privada,1,1
591,"¿Cómo que no va hacer nada? seguro que ""boca come cola paga..."" o ¿no?",1,1
592,Hay que ser claros en esta asunto y no Somos niños para ignora que esta colocha llego a ese puesto por favores sexuales y no por inteligente ni tampoco por burna trabajadora,1,1
593,Pues a esa mujer selacogían en la cama que estaba escondida en la asamblea   no merece ser diputada,1,1
594,@ user por ese gran apoyo que tenías te sacamos de la asamblea y por tus acciones de obstrucción al pueblo salvadoreño y por seguir los sabios consejos del tóxico de @user.Descansa en paz cristinita por qué primero. Dios de está ya no te levantaras,1,1
595,La mandaron abolar por toxica   vieja y torpe,1,1
596,Jajajaja brava la Porky   mensajes de cariño ajá   HOY TUS ENCANTOS SE TERMINARON .... QUIERO VER QUIEN TE DARA TRABAJO,1,1
597,Tengo una chiquitita nalgona con el pelo corto   me dice papi vente adentro si me preña,1,1
598,Si sigues con esa actitud voy a violarte,1,1
599,En mi cama yo la meto por el centro   yo la agarro y la someto por el suyo,1,1
600,"08/03: Mostrar mi desdén por la cosificación de la mujer
 09/03: Esperar con ansias el concierto del bato que dice: ""Shorty tiene el qlo bien grande   de-demasiado grande   y yo lo tengo estudia'o   ya mismo me gradúo   y en la cara me lo tatúo.""",1,1
601,"to'a las putas quieren kush... las putas se montan fácil como en GTA"" 
 ""borré toas' las putas de mis contactos. Bay   tú eres una diabla y mi bicho contigo hizo un pacto",1,1
602,"Canción: hasta que Dios diga:
 “Tú ere’ mi Lady Gaga   yo tu Bradley Cooper. Ella se lo traga (Traga)   y me lo escupe”",1,1
603,Se metió con el fandom equivocado que se creen esta perra para decir que es su canción #melaniefontana,1,1
604,KAJSJS EN LO QUE SE METE WENO HARÉ FILA PARA METERLE KIMCHI EN EL AN0,1,1
605,Sabes que yo soy tu macho oye mujer que para mi no hay reemplazo (lo sintió) Sabes que yo soy tu macho oye mujer que para mi no hay reemplazo,1,1
606,"No eres mía   pero eres la mejor
 Mi cuerpo se retuerce cuando te veo
 Quiero acercarme a ti
 Pero eres muy hermosa",1,1
607,"Es completamente ridículo
 No me importan las chicas con las que salgo un par de veces
 Pero cuando te veo
 Aprendo la introducción a la arquietura del cuerpo
 Aumentando mucho
 Mi testosterona",1,1
608,"ÚNICA Y DIFERENTE QUE TE HACES LA ESPECIAL!!! 🤮 SOLO LOS HOMBRES PUEDEN ENTENDER A LOS BEATLES
WOW NUNCA VI A UNA HEMBRA QUE LE GUSTEN ESAS COSAS ~únicas SOS RE UNICA PQ ES COSA DE HOMBRE ESO",1,1
609,Hey Joe   ¿a dónde vas con esa arma en tu mano?   voy a dispararle a mi mujer. Tú sabes que la descubrí saliendo con otro hombre,1,1
610,tiene cara de atrevida pero sin alcohol es tímida,1,1
611,«Dale ven ven mátame / Me dice dale baby maltrátame,1,1
612,Tú llegas y estas putas empiezan a envidiarte,1,1
613,Cuando la azoto suena pam   pam   pam   pam   pam / Y las pistolas suenan pam   pam   pam   pam   pam   pam,1,1
614,Ahora todo cambió   le toca a ella / Mari y una botella / Gracias al maltrato se puso bella / Ahora tú la quieres y no te quiere ella,1,1
615,"Ahora nadie aprieta
Y me puse las Balenciaga
Mami   no te haga'   vente pa' acá   tú eres brava
Me gusta por que eres malvada
No está operada y así mata las mirada",1,1
616,Chucha en brama,1,1
617,Con su carita de inocente ella me enamoro / Es una diabla bien vestida   ella me enamoro / Hace todo lo que pide   ella me enamoro,1,1
618,"En una foto te vi y me dieron ganas de comerte / Sé que   al igual que yo   en el amor no has tenido suerte /Pero me matan las ganas de verte / La curiosidad me mata y no aguanto /Ya te quiero tener  
 solo dime cuándo /Es que tú y yo muy bien sabemos",1,1
619,Por que lleva en su vientre 9 meses un ser inocente. Y además la naturaleza lo exige... La responsabilidad de un ser nuevo es de ambos pero el cuidado es de la mujer,1,1
620,Nunca fue buena comunicadora   es un poco pesada   y como decía la Tenchis nada agraciada. Quizás lo único bueno que hizo ser presentadora junto al Gordo Max en un programa de concursos.,1,1
621,Su experiencia no se le cuestiona   pero si la coneccion de su esposo y su contratacion a su cargo. Consejo renuncie al cargo.,1,1
622,"Entrevista | Rosalía: “Nunca nadie me ha mandado y ahora aún menos”
 Expectador: sólo su marido",1,1
623,Tan buena que era en la universidad   y ahora está dañá' / Se la pasaba estudiando   ahora vive perreando / Bebiendo en la calle   la vida gozando / Date otro shot /Su cara está en el sur   pero su 'booty' en el norte,1,1
624,Baby yo estoy solo desde septiembre / Pero no tan solo   tengo mi pistola siempre / Que no tiene novio   es claro que me miente / Me gusta porque no me cela y es pura candela,1,1
625,Ella janguea con los poderosos / Le gustan las movies de los mafiosos / No se va fácil   un culito prestigioso / (...) Las envidiosas les tienen odio / Hoy hay entierro   aunque no hay velorio / Hay funeral en mi dormitorio,1,1
626,"Contrataciones a cargo de el? De verdad creen q el me contrato? Por Dios mas de 25 años de carrera desmerecen q vean mi CV y me contraten por capacidad?
 Q difícil hacerlos entender q el trabajo duro de años tiene efecto ..no necesito favores de nadie!!",1,1
627,La hembra es hembra en virtud de cierta falta de cualidades,1,1
628,El fuerte de la mujer no es saber sino sentir. Saber las cosas es tener conceptos y definiciones   y esto es obra del varón,1,1
629,Al seguir una vocación masculina   estudiar y trabajar como un hombre   la mujer hace algo que no corresponde del todo con su naturaleza femenina   sino que es perjudicial,1,1
630,"Amigo ella y yo solo nos vemos a escondidas para ahogar
 Esta prohibida pasión
 Aunque tiene dueño yo solo tengo un
 Sueño ser su protector somos su marido ella y yo",1,1
631,"El amor tiene que vencer   y el marido tiene
 Que perder su hembra ahora es tu mujer   no pueden ganar los tres",1,1
632,"Un empleado de la alcaldía municipal de Jiquilisco asesinó a balazos a su esposa   por celos   y después se suicidó él.
 
 Informes preliminares señalan que la señora era increpada constantemente por los celos constantes de su marido; además   era maltratada verbalmente.",1,1
633,No te estoy stalkeando mujer   solo fue coincidencia que viera tu historia 33 segundos después de que la publicaras,1,1
634,no creo que una mujer con carácter aguante violencia por parte de un hombre   lo mas seguro es que  los acuse injustamente y que se haga la victima,1,1
635,esta mujer fue agredida por su marido   debido a sus amistades lesbicas   ella erredo su matrimonio,1,1
636,ella es la inestable emocionalmente porque sus exmaridos se casaron de nuevo y costruyeron una familia    entonces quien es la mentirosa y embustera,1,1
637,hasta mucho hace un hombre casandose con una mujer libertina y ni porque las honran cuidan al marido,1,1
638,que baile¡ y luego se quejan que les faltan el respeto   doble moral   asi fueran buenas para limpiar y cositas,1,1
639,para mi esa @user atenta contra la seguridad de 7 millones de habitantes y eso es un acto de terrorismo. Atacar a un estado honesto y defender con su silencio a los financistas de terroristas debe ser un crimen.,1,1
640,"""chucha en brama"" ",1,1
641,Una mujer con vestido y tacones siempre va a llamar la atención a donde sea que vaya!,1,1
642,"Son las mujeres de los líderes de la MS de La Iberia y trabajan en la alcaldía de San salvador, la última es la mujer del Maicon palabrero de la Iberia y llegó de gerente en el distrito 6 de la alcaldía.",1,1
643,Lo único que le puedo decir es que yo a quien si veo que va a trabajar a ese lugar es a la mujer del palabrero. Y ni estudiada es. Ella cortaba pelo en la casa. Y desde que se junto con él consiguió ese puesto cuando entro @user,1,1
644,"En apopa .
 Asta la alcaldesa tiene buenas amistades con las pandillas .
 Ese es un secreto a voces y nadie hace nada..
 Que pasar ahi.?
 Que acuerdo tendran con ella que no la remueven.?",1,1
645,Saquenle la cara para que sea denuncia real. Se pasan da la casualidad que solo los medios corrompidos dan estás noticias el resto expresa que los pararon colaboraron hicieron su trabajo con respeto y los dejaron ir. Ah pero la niña se fue a esconder en pleno régimen de excepción,1,1
646,"Si es pandillera delen con todo, hasta debajo de la lengua. Nadie está por encima de la ley.",1,1
647,"Fuertes la imagines....denle con todo...no se ve en el video lo que hizo la ""pandillera"" solo se ve a la niña llorar y llorar....no no es abuso de poder…",1,1
648,Pobrecita la Angelita. Por buen récord la deben estar tratando así. Tal ves así les da miedo y buscan algo bueno que hacer con su vida,1,1
649,Si te digo que estoy triste   es para que me mandes fotos en calzones.,1,0
650,Una de estas mujeres quiero 4X4   no una Barbie de vitrina de las que pasan solo pintándose las uñas y no lava ni el plato donde come   ni los calzones   mejor le pagan a una señora para que les hagan todo   con tal de no despintarse las uñas   mis respetos a esta bella mujer.,1,0
651,Comprarle calzones de puta a una niña de 17 años y esperar que no haga nada...,1,0
652,Si tu pareja usa hilos bien socados por comodidad para ir a trabajar   y en esta cuarentena solo los calzones de abuela uso   date cuenta amigo,1,0
653,Creo que ella podría matar tu hambre y el de toda tu parentena   si habla por alguna huevona que mantiene en su casa   evalúe   porque seguro los calzones que usted le da   se los ven por otro lado.,1,0
654,Sí   ya la encontré   pero la quiero sin calzones.,1,0
655,Estas escuálidas creen que porque están en un programa se imaginan que son inmunes y belleza   no son esos calzones lo que son   son remendadas...,1,0
656,Y a vos te van a bajar los calzones todos tus maridos pasmada   vos sos la que escribir sólo estupideces y pendejadas idiota.,1,0
657,La de rosa tiene plante de golosa,1,0
658,Si piensas que andar de bar en bar encontrarás un buen hombre mija   estás pendeja.,1,0
659,Si ya sabemos que tienes las tetas hechas pero y la cara de pendeja aún la tienes.,1,0
660,Jajajaja jajajaja jajajaja   esta loca borracha ha de estar para   hablar sandeces.,1,0
661,Pues a mí me gusta que sea borracha conmigo y que sea más puta pero solo conmigo...,1,0
662,Cara de machorra tiene.,1,0
663,Yo tengo ganas de decirle a esa gorda machorra que es un asco.,1,0
664,Aparte de vieja menopausica   lesbiana!!!,1,0
665,Mujer menopausica a la vista.,1,0
666,Vieja menopausica   falta de marido.,1,0
667,Esta @user es peor que vieja menopausica,1,0
668,"Pobre vieja menopausica...",1,0
669,El resentimiento y la frustración le estan agudizando la demencia menopausica,1,0
670,"Awwwwwwww"" menopausica exagerada hahahahahahahahaha",1,0
671,Ya esta loca esa maistra...demencia menopausica,1,0
672,Vieja loca ridícula... busca oficio que hacer mejor.,1,0
673,Busca oficio   sólo de vieja chambrosa pone dedo  pasas. ,1,0
674,Esa loquita alias la @user mal cogida   esta ya que anda en grinder buscando paloma ....,1,0
675,Está mal cogida al rato y le doy para que se este quieta,1,0
676,"Mal cogida estas vos",1,0
677,Feya la vieja esa,1,0
678,Vieja bajera malcriada pedante engreída y pa colmo feya,1,0
679,Las mamas solteras son mas socadas que una chera sin hijos,1,0
680,Las niñas bonitas siempre son socadas... y las feas son ofrecidas hahahahha!,1,0
681,Aunque a veces solo se hacen las socadas y por dentro si quieren jajaja y se nota en la mirada,1,0
682,Espero despues no llore como niña lo que no defendió como hombre. ,1,0
683,Si hay pelito no hay delito,1,0
684,Si ya hizo la primera comunión   se va sin condón,1,0
685,"Así muchas mujeres! Se dejan embarazar   tiene su bendición pero dolidas porque la dejo el papá de la niña   consiguen a otro que ""medio las quiere"" y este engendro viola a la hijastra y la madre bien gracias   porque el engendro es ""el amor de su vida"" y la niña no ",1,0
686,El problema no son los hijos   son las locas de la ex mujeres nanas de esos bichos   wacalas   locas dolidas (en muchos casos que yo he visto),1,0
687,Díganles que vayan a venderle el culo que para eso si sirven,1,0
688,Ellas sí son mujeres,1,0
689,Mujer frustrada mi ministra   ni diputada y enamorada hasta la médula de nuestro Presidente. Ese amor frustrado la volvio loca ya. Pobre mujercita   cómo irá a términar.,1,0
690,Ni se quien putas es y he visto mejores.,1,0
691,Bonita puede ser pero hay otras mujeres que valen más que ella.,1,0
692,Por lo menos un sugar Daddy seguro si tendrá.,1,0
693,Ya ira la mujer a llorar para que lo saquen   a la tipa le gusta el desorden y que él la trate mal.,1,0
694,Seguro ya no la quiere y ella de necia   es que tambiem a veces las mujeres tienen la culpa   les gusta el desprecio y el maltrato… seguro que el tipo no es primera vez que se la suena…,1,0
695,Con la lástima lo sacará y le dará una santa pijiada   asi les gusta a algunas que las tengan de pendejas y golpeando   no hombre   que les pasa mujeres aviven,1,0
696,La mujer que verguio va ser la primera en pedir que lo dejen libre….,1,0
697,Ni el diablo te quiere besar. Hp.,1,0
698,Estás como una mamasota,1,0
699,Hermosas piernas,1,0
700,Bello cuerpaso BB hermosa,1,0
701,Que feya ese bagre.,1,0
702,Puta y eso que no hubo alguien que le dijiera lo ridícula que se ve   como toda una morza se ve,1,0
703,Que nos importa lo que haga esta mona pizona.,1,0
704,"Cómo es que una mujer tan bella   caiga en las redes de un maje como este. Adónde dejan el ""sexto sentido"" algunas mujeres.",1,0
705,Las mujeres estúpidas abundan,1,0
706,Aborto es para evitar peligros para la mujer en gestacion y o por violacion no para q las pendejas anden culiando como putas,1,0
707,Da lástima la “mujer” q hace esto   rebajarse a tanto   habiendo tantos hombres se ponen a llorar   pelear   suicidarse   etc etc por un huevo parecen pendejas.,1,0
708,No hay hombres fieles solo hay mujeres pendejas,1,0
709,Mujeres pendejas   solo sirven para cocinar,1,0
710,Mujeres pendejas. No saben ni lo que hacen   ni lo que dicen. Son pura ignorancia.,1,0
711,Las mujeres solo sirven para dos cosas.1- ser golpeadas por mi. (Macho opresor )2- cocinarme la cena. (Con comal y todo ),1,0
712,Deja los chambres para las mujeres y kuleros,1,0
713,Que Feas se ven las Mujeres Tatuadas ..,1,0
714,La mujer es como un postre europeo: Delicado   bello   apetecible   delicioso y caro... por ello debe disfrutarce cada segundo a su lado.,1,0
715,En verdad. Dios nuestro: ¿Por qué la mandaste sin cerebro?,1,0
716,Usted solo bichos para el acoston busca. Habemos los que si la trataran como princesa,1,0
717,¿TOPADA? Eso es piropo para alguien que sólo tiene una docena de neuronas. Ella es bruta.,1,0
718,Bichos ¿cuál es su piropo más creativo cuando le quieren dar vuelta a una cipota? ,1,0
719,Dichosos los que vivimos en la época donde veías una mujer guapa en la calle y le decías un piropo bonito o incluso hasta mamasita sabrosa y solo se ponían a reír y si eras afortunado te daban las gracias.,1,0
720,Y entonces porque mandan esas fotos y no quieren que uno les mande un piropo   mejor no publiques basura.,1,0
721,A veces no es coqueteo   solo es una manera de educación de decirle algo bonito a una mujer   lo malo que hay algunas que cualquier piropo lo toman muy en serio y se creen todo lo que les dicen   y ya van diciendo o acoso o que le gustan a alguien,1,0
722,Y después andan llorando cuando digo que la mujeres no saben estacionarse,1,0
723,Te vas a quedar a vestir santos,1,0
724,Las mujeres solo sirven para tener hijos,1,0
725,"¿No te da vergüenza que tus amigas todas son mamá y vos no?
",1,0
726,A qué hora el hijo? Aunque sea sola,1,0
727,Para qué putas le voy a pagar colegio si ya se va a endamar,1,0
728,Algún día te vas arrepentir de no tener hijos    vas a morir sola y triste,1,0
729,Para eso querias marido! Asi que servi de algo,1,0
730,Done! mujeres hablando de trip sexual y lo que sienten   yo sé   es una fantasía   las mujeres no sienten nada ¡está muy bueno! Y entiendo un tanto porqué sigo más sólo que la una... pero en fin   aceptarse es el primer paso   así que ya no la tengo chiquita amigas.,1,0
731,Ahhh otro dato importante! Los últimos 10 minutos del documental   las participantes se chulonean para que la vean amiguitos   vale la pena al final escuchar tanta mentira y tanto que hablan las chicas ésas   pero son danesas y chulonas nada puede salir mal!,1,0
732,Hombres   ¿si o no las mujeres son más doble moral y el por qué?,1,0
733,La lluvia al igual que las mujeres; sólo nos entusiasman,1,0
734,Las mujeres nunca se disculpan... solo duermen desnudas y tu decides si sigues enojado o no...,1,0
735,Las mujeres son unas grandes engreídas uno les ayuda en el autobús ni gracias dicen las salvajes solo les gusta que hombres las hagan puños en los buses y el que las trata con respeto hasta como perro lo ven a uno que desgracia de salvadoreñas,1,0
736,"Excel es como las mujeres   hace todo el trabajo que le indiques siempre y cuando uses el lenguaje adecuado y las palabras exactas   ya luego sólo tienes que apretar un botón o arrastrar; a las mujeres igual   sólo que en lugar de arrastrar es “bajar el calzón""",1,0
737,Una iglesia de solo hombres es estupidez   ya que las mujeres son más espirituales por ser más sensibles en creencias en lo desconocido,1,0
738,¿Por qué las feministas hacen desvergue solo por mujeres asesinadas por hombres? y las que son asesinadas por las mismas mujeres no dicen ni mierda.,1,0
739,Ya no creo en el amor ni en las mujeres solo para hacerlo mierda sirven,1,0
740,Mis amigos ayer: Está mujer es otro hombre más   solo boxer le falta usar y que le gusten las mujeres,1,0
741,Que barbaridad de mujeres. Con sólo no abrir las patas se evitan eso y punto.,1,0
742,Las mujeres deberían estar indignadas pero no creo porque ellas se odian entre sí también,1,0
743,Estas mujeres solo se preocupan mas por la apariencia   el buen vestir y llegar a modelar porque no se preparan intelectualmente   no leen   no estudian mas profundamente las leyes y articulos de nuestra constitucion bien dicen que para bruto nose estudia mucho,1,0
744,Hay mujeres que solo porque les digas buenos dias con una sonrisa   piensan que estas interesado en ellas   Aunque no sea asi,1,0
745,No me agrada ver a una chica fumando   eso le vota lo femenino   lo grandioso de una chica   la hace ver qué es una de las que hacen el amor por dinero.,1,0
746,Si me dices que tengo privilegio por ser hombre   tú misma estás aceptando la diferencia entre hombres y mujeres. Somos lo mismo   solo que a unos les permiten dañar y a las otras callar. Eso hay que cambiarlo. ¿Qué harías tú?,1,0
747,Por lo general   las que se sienten ofendidas son las primeras en agredir   seamos imparciales   el hecho de ser mujeres no les da derecho a ofender   si quieren respeto ganenselo respetando uds,1,0
748,"Una periodista ""bailarina"" de @user quiere que uno les demuestre   no sabe de fútbol",1,0
749,¿Colocha? Sería mejor: Greñuda,1,0
750,Ahuevos se le ve bien esa tanga a esa vieja,1,0
751,¿Y que no esta gorda?,1,0
752,La elefanta le hubiera dicho,1,0
753,La gordita ...peleándose ahorita en la @AsambleaSV con sus colegas diputadas...,1,0
754,Me bloqueó porque le dije que tenia lomo de chicote levanta caca.,1,0
755,A la puta como no va a estar enojada   se muere de la envidia   mire pues: a ver si reconoce este culito??,1,0
756,Fijate @twiter que viendola bailar en ese tik tok creo que esa chica es mala en la cama. Por eso su resentimiento!!!,1,0
757,Parece que concentrado le dieran en la asamblea,1,0
758,No es gorda   mis respetos a las gorditas   esta es chiboluda   prellejos con grasa.,1,0
759,La changa de la @user se comió todos los platos servidos para el pueblo   lo empobreció y llenó sus graneros de comida   por la vaca gorda de la @user y otras,1,0
760,Puta gordita y ni bailar puede. Baila mejor mi abuelita   diputada ridícula   por más cirugias que se haga ya no se arregla la cara se TRAVESTI que tiene,1,0
761,"Es cierto   ni pena le da salir bailando a la ""tushuda"" de la @usuaria",1,0
762,Esa peppa pig anda ronsera,1,0
763,Que propongan estas diputadas que se les quite la mitad de sueldo para ser donado ESTAN MUY GORDAS,1,0
764,Feya esa vetarra!,1,0
765,Gorda bailadora   don @usuario sí sabe,1,0
766,Gorda fodonga   que trabaje de verdad tal vez así logra reducir ese mondongo que tiene de tanto jartarse los impuestos porque ese atolero ni con baile ni ejercicios!,1,0
767,Hace una mariscada y le reparte a todos   menos a las huevonas a las que no les gusta cocinar,1,0
768,Cásense con la que tenga metas profesionales   pendejas huevonas que quieren que las mantengan hay un vergo.,1,0
769,Andan buscando el amor de su vida y no saben planchar una pinche camisa... Pero si con el cable de la plancha las van a madrear por huevonas,1,0
770,Reparte sopas Maruchan a las huevonas a las que no les gusta cocinar,1,0
771,Hay unas huevonas que ni para ellas mismas cocinan   pero no   no le vas a pegar a una mujer por esa ni por ninguna otra razón,1,0
772,Como las viejas huevonas que usan manguera para lavar las aceras.,1,0
773,Haraganas   revoltosas   abortistas que no tienen nada que hacer,1,0
774,¿Y todas estas haraganas y vagas no tienen algo mejor que hacer???,1,0
775,Vayan a chingar a su madre viejas estupidas,1,0
776,Manden a toda esa escoria a la guerra   piden igualdad de género   ¿por qué no se apuntan para la guerra? asesinas de niños,1,0
777,Ahi deberían de andar los curas apoyando esas locas son iguales   ellas los abortan y los curas los abusan.,1,0
778,Creo que ya es tiempo de que esa ley sea considerada inconstitucional por violentar el derecho de igualdad y ser mal utilizada para cometer este tipo de atropellos escudadas en una Ley como esa,1,0
779,Una ley inconstitucional que violenta los derechos de los hombres de acuerdo a la igualdad de genero   creada para justificar y promover el irrespeto,1,0
780,Si un hombre va en el carro el cambia la llanta pinchada. Si la niña va sola es obligación de los tatas enseñarle a cambiarla.,1,0
781,Este video es prueba suficiente para actuar legalmente   la violencia de género no es solo para mujeres y ya es tiempo de respetar también los derechos de los hombres,1,0
782,Con esto de la guerra en #UcraniaRussia ¿donde esta la igualdad de género?  Son los hombres el género desechable en este y en todos los conflictos.,1,0
783,"—¿Usted está a favor de disminuir la desigualdad entre hombres y mujeres?
—Por supuesto.
—¿Está a favor de las cuotas de género?
—Claro que sí.
—¿Eso no es contradictorio?",1,0
784,Es que aquí el feminismo lo usan para fines políticos las hienas de la asamblea. El feminismo debe de respetarse porque es la forma de pensar de mujeres a nivel mundial y se base en una batalla de resentimientos contra el género masculino. Por los hombres hasta hoy fuimos cavernícolas,1,0
785,La Ideología de Género es la peor aberración salida de maniaticas mentes perversas. La idiología de género es satánica/depravada.,1,0
786,Quién te hiso tanto daño nena   no todos los hombres son iguales   sabias que también hay mujeres acosadoras   violadoras   maltratadoras etc. La maldad no tiene género   saludos!!!,1,0
787,El día del niño incluye varones y hembras   no tenían que inventarse un día de la niña   ojalá nadie les haga caso con esa burrada.,1,0
788,"Las verdaderas hembras alfa   tracero nalguiable   papaya depilada   chiches de montaña   pezón de pancakes y cerebro activo nunca disen: ""Hoy no mi amor   por que estoy en mis dias""   nada !! ellas dicen: 'Echamelo papasito y ahorita hacemos el delicioso"".",1,0
789,Si la golpeada hubiera sido una mujer ¿pensaría distinto? . ¿Se buscaría una justificación? ¿Qué piensa?,1,0
790,Deja de repetir lo que vez en cuatrovisión hija!!!!. ¿Sabes qué significa la palabra régimen   y qué es democracia? Solo hablan y repiten lo que escucha. El salvador y su gobierno son tan democráticos que podés expresar tus barrabasadas y yo refutarte tal cual país libre !!!!,1,0
791,Fakiu   nadie les cree. Estúpidas,1,0
792,Ya aburren solo picándocela de víctimas,1,0
793,Y no que el @user y @user no estaban encontra del aborto.... Como es que ahora salen que estan a favor.... Hipócritas.... Solo por ganar votos de las feministas radicales.... Mejoren las leyes en contra de los violadores mejor.,1,0
794,Pero las dirigentes d estos grupos también violentan a otras mujeres ¡vaya yo a saberlo!,1,0
795,Y todas estas haraganas y vagas no tienen algo mejor que hacer???,1,0
796,Van a decir que como jodo con lo mismo. Me tome el tiempo de leer letras de dos o tres canciones del conejo malo y no alcanzo a comprender como un papá o una mamá dejan que sus hijos escuchen letras asi. Las mujeres feministas no tienen problemas con estas letras ¿? en serio ¿?,1,0
797,Hablamos de esas lindezas machistas   que tan acostumbradas estamos de escuchar. Algunas veces preferimos recibirlas con humor por lo descabelladas que suenan y antes de desfallecer en el intento por desmontarlas cada vez que nos topamos con ellas.,1,0
798,"Como decía Jane Galvin   activista y humorista: ""No hace falta ser antihombre para ser promujer"".",1,0
799,Yo soy feminista. Ayudo en casa,1,0
800,Ya no se acepta ni un piropo,1,0
801,Ahora todo es machismo. No se puede hacer ni un chiste,1,0
802,Pero cómo voy a ser machista si me he criado rodeado de mujeres,1,0
803,No todos somos iguales. Yo no soy un violador y nunca he pegado a una mujer,1,0
804,La violencia no tiene género. También hay mujeres que pegan y asesinan,1,0
805,Cuando las mujeres dicen NO quieren decir SÍ,1,0
806,“Ella también tiene que respetarse   se viste así y luego se quejan cuando les pasa algo”,1,0
807,La mató por celos,1,0
808,El “no” de una mujer significa: “ruégame un poco más”,1,0
809,Yo no soy machista porqué no golpeo a ninguna mujer,1,0
810,Hay carreras para hombres y carreras para mujeres,1,0
811,Detrás de un hombre hay una gran mujer,1,0
812,Deberías ser un poco más femenina,1,0
813,Los hombres no lloran,1,0
814,Ese color es de mujer,1,0
815,Si un niño te trata mal es porque le gustas,1,0
816,“A las mujeres no hay que entenderlas   hay que quererlas” ,1,0
817,Fue un crimen pasional,1,0
818,No hay mujer que sea fea   lo que pasa es que no saben vestirse ni maquillarse   aunque el maquillaje no es fundamental   su caracter y su personalidad hace la diferencia.,1,0
819,No hay mujer que sea fea   eso es por su forma de vestir a arreglarse lo que hace la diferencia.,1,0
820,No hay mujer que sea fea   el arreglo personal y la vestimenta   ayuda a qué se vean lindas,1,0
821,Así es   una mujer inteligente   no necesita ser provocativas.,1,0
822,La mayoría son esas viejas provocativas que salen ahí pero cuando tú te las pones claro te ignoran,1,0
823,¿Por qué les gusta venir a una red social   quedar de mujer abnegada y ejemplar?,1,0
824,En este día tan especial de las madres   queremos felicitar a esa persona abnegada   tierna   amorosa   abnegada y fiel con nosotros!!,1,0
825,"El caso de Flor   el marido y el primo  según las noticias podría ser pasional. Se presume había una relación sentimental entre el marido y el primo de este.",1,0
826,La terrible muerte de la profsona y sus papas... Se me hace que es pasional,1,0
827,Ahí anda una página publicando casos de acoso    no veo emitiendo su opinión acerca del acoso que cometía la involucrada en el relajo de anoche   al punto de llevarla a intentar asesinar a otra persona por celos   que habría pasado si hubiera sido hombre el atacante....,1,0
828,¿La mataron por futbolista o por odio de género? O lo más común: ¿celos   cobrar seguro   drogas   pandillas   herencia? Ahí tienen 6 líneas de investigación básicas.,1,0
829,"Dos razones por las cuales las mujeres sientes celos: 1. Por todo.
2. Por nada.",1,0
830,Si estas conmigo jamás te voy a romper el corazón   el teléfono sí   por los celos   pero el corazón jamás.,1,0
831,Me salve por un pelito   tenia que ser mujer,1,0
832,Una mujer manejando   mi papá: con razón  una mujer   inútil tenía que ser,1,0
833,Aja tenía que ser una mujer quien emitiera un comentario como tal,1,0
834,Este Cerote ya anda con la regla,1,0
835,Ella andaba con la regla   ¿sí? ¿Todos estamos de acuerdo con eso verdad?,1,0
836,Son matados de la risa   acaban de estar puteando a esos jugadores   hoy los tienen de héroes   si pierden en la siguiente fecha   vuelven a putearlos; parece que los @user andan con la regla permanentemente,1,0
837,Diaculpá   no pretendía hacer que te bajara la regla con mi comentario,1,0
838,Lo peor de todo   es que fuese ganancia si sólo sucediera una vez al mes   conozco un par que creo que la andan todo el mes   la menstruación como forma de vida. ¡Que triste realmente!,1,0
839,Y que es lo sorprendente? Me están diciendo que son tan débiles que se le debe dedicar notas enteras   para hacer notar que van a trabajar   como MILES de hombres trabajan día a día... Bueno   el patriarcado lo vuelve hacer,1,0
